date,cams_no2_umol_m2
2022-03-08,50.865444
2022-03-09,68.96002
2022-03-10,59.731503
2022-03-11,56.73425
2022-03-12,49.547432
2022-03-13,52.34921
2022-03-14,58.449905
2022-03-15,47.89613
2022-03-16,41.7444
2022-03-17,46.957733
2022-03-18,51.819256
2022-03-19,51.173916
2022-03-20,56.69921
2022-03-21,53.015926
2022-03-22,41.763794
2022-03-23,42.484505
2022-03-24,44.479362
2022-03-25,42.058197
2022-03-26,42.23841
2022-03-27,39.312695
2022-03-28,36.681313
2022-03-29,45.041817
2022-03-30,45.17708
2022-03-31,42.20129
2022-04-01,39.137012
2022-04-02,38.09347
2022-04-03,36.297264
2022-04-04,42.97317
2022-04-05,45.678192
2022-04-06,46.158733
2022-04-07,47.697227
2022-04-08,57.71113
2022-04-09,51.469547
2022-04-10,42.471806
2022-04-11,41.85562
2022-04-12,49.38839
2022-04-13,47.501915
2022-04-14,40.968212
2022-04-15,43.942585
2022-04-16,41.816963
2022-04-17,41.26012
2022-04-18,40.704044
2022-04-19,45.381405
2022-04-20,51.60991
2022-04-21,48.766026
2022-04-22,45.382137
2022-04-23,47.726444
2022-04-24,44.03817
2022-04-25,41.515594
2022-04-26,43.644627
2022-04-27,48.79668
2022-04-28,53.130276
2022-04-29,60.691868
2022-04-30,57.202946
2022-05-01,53.846897
2022-05-02,48.98373
2022-05-03,46.103645
2022-05-04,50.250603
2022-05-05,56.817318
2022-05-06,52.88912
2022-05-07,61.48411
2022-05-08,50.184315
2022-05-09,45.723976
2022-05-10,45.98161
2022-05-11,46.212482
2022-05-12,42.410824
2022-05-13,45.96594
2022-05-14,51.67585
2022-05-15,46.988686
2022-05-16,45.11688
2022-05-17,43.47913
2022-05-18,52.025826
2022-05-19,51.96757
2022-05-20,37.51225
2022-05-21,40.172474
2022-05-22,41.13227
2022-05-23,43.25786
2022-05-24,47.1014
2022-05-25,39.483044
2022-05-26,43.691063
2022-05-27,45.56895
2022-05-28,51.16434
2022-05-29,49.115448
2022-05-30,48.314384
2022-05-31,48.618294
2022-06-01,51.313103
2022-06-02,46.04731
2022-06-03,43.790417
2022-06-04,46.045353
2022-06-05,46.581966
2022-06-06,44.26353
2022-06-07,51.01157
2022-06-08,46.887714
2022-06-09,48.48633
2022-06-10,44.835155
2022-06-11,41.124825
2022-06-12,44.009155
2022-06-13,45.860573
2022-06-14,47.579464
2022-06-15,46.406513
2022-06-16,51.28547
2022-06-17,52.725834
2022-06-18,50.39403
2022-06-19,50.23974
2022-06-20,51.883644
2022-06-21,57.6748
2022-06-22,45.022358
2022-06-23,47.994183
2022-06-24,45.3938
2022-06-25,43.74551
2022-06-26,46.477787
2022-06-27,44.36362
2022-06-28,47.24138
2022-06-29,48.8492
2022-06-30,46.868896
2022-07-01,49.480217
2022-07-02,47.761883
2022-07-03,46.910175
2022-07-04,44.185276
2022-07-05,45.060028
2022-07-06,44.987553
2022-07-07,47.247734
2022-07-08,50.1199
2022-07-09,51.306202
2022-07-10,54.15233
2022-07-11,56.52129
2022-07-12,51.325584
2022-07-13,51.34584
2022-07-14,46.864307
2022-07-15,47.19176
2022-07-16,50.881325
2022-07-17,51.474255
2022-07-18,48.201492
2022-07-19,50.827763
2022-07-20,48.754288
2022-07-21,49.26962
2022-07-22,51.17125
2022-07-23,49.758972
2022-07-24,42.129036
2022-07-25,46.228996
2022-07-26,45.04582
2022-07-27,44.749313
2022-07-28,48.522865
2022-07-29,48.99435
2022-07-30,50.631634
2022-07-31,52.875153
2022-08-01,52.948997
2022-08-02,47.70183
2022-08-03,47.392956
2022-08-04,48.410576
2022-08-05,48.901653
2022-08-06,47.181072
2022-08-07,46.593834
2022-08-08,48.33392
2022-08-09,47.934856
2022-08-10,50.84775
2022-08-11,50.274166
2022-08-12,51.849392
2022-08-13,54.460857
2022-08-14,54.56157
2022-08-15,54.823025
2022-08-16,51.421158
2022-08-17,50.547287
2022-08-18,52.739838
2022-08-19,47.11671
2022-08-20,45.04682
2022-08-21,45.169174
2022-08-22,48.095043
2022-08-23,50.03598
2022-08-24,50.368755
2022-08-25,52.514786
2022-08-26,53.40589
2022-08-27,56.46743
2022-08-28,57.065063
2022-08-29,59.430897
2022-08-30,56.138325
2022-08-31,54.62293
2022-09-01,54.50575
2022-09-02,57.68858
2022-09-03,55.298904
2022-09-04,52.57281
2022-09-05,47.092392
2022-09-06,47.061737
2022-09-07,48.42122
2022-09-08,54.080296
2022-09-09,52.445663
2022-09-10,50.29026
2022-09-11,51.14523
2022-09-12,52.899982
2022-09-13,52.08423
2022-09-14,50.9121
2022-09-15,46.893005
2022-09-16,40.45384
2022-09-17,41.112343
2022-09-18,46.89667
2022-09-19,53.489338
2022-09-20,49.01726
2022-09-21,49.62506
2022-09-22,52.577938
2022-09-23,52.304214
2022-09-24,55.26507
2022-09-25,52.320023
2022-09-26,50.536133
2022-09-27,50.41508
2022-09-28,53.801876
2022-09-29,54.07212
2022-09-30,50.961098
2022-10-01,52.650417
2022-10-02,51.67291
2022-10-03,53.01264
2022-10-04,53.653393
2022-10-05,44.46228
2022-10-06,51.900307
2022-10-07,46.115917
2022-10-08,53.556297
2022-10-09,60.93027
2022-10-10,50.860683
2022-10-11,49.380108
2022-10-12,47.778183
2022-10-13,58.8109
2022-10-14,52.719437
2022-10-15,51.81769
2022-10-16,56.755455
2022-10-17,56.783863
2022-10-18,50.842045
2022-10-19,51.45695
2022-10-20,57.28154
2022-10-21,54.032604
2022-10-22,61.081554
2022-10-23,51.409
2022-10-24,54.84317
2022-10-25,49.659378
2022-10-26,56.57317
2022-10-27,50.315037
2022-10-28,45.542046
2022-10-29,45.041485
2022-10-30,57.614616
2022-10-31,56.089108
2022-11-01,50.113888
2022-11-02,49.78615
2022-11-03,53.02058
2022-11-04,59.80267
2022-11-05,54.799942
2022-11-06,49.408535
2022-11-07,63.32068
2022-11-08,59.643974
2022-11-09,52.86465
2022-11-10,59.068424
2022-11-11,52.692997
2022-11-12,49.143543
2022-11-13,50.276035
2022-11-14,62.55005
2022-11-15,63.2691
2022-11-16,80.94846
2022-11-17,57.755657
2022-11-18,50.445496
2022-11-19,52.454865
2022-11-20,44.587543
2022-11-21,58.314392
2022-11-22,67.275246
2022-11-23,48.314373
2022-11-24,41.215996
2022-11-25,56.836697
2022-11-26,66.26211
2022-11-27,59.761013
2022-11-28,59.691658
2022-11-29,64.148026
2022-11-30,64.298515
2022-12-01,62.07732
2022-12-02,57.781406
2022-12-03,57.665787
2022-12-04,65.152695
2022-12-05,72.311226
2022-12-06,64.309814
2022-12-07,61.096035
2022-12-08,61.686028
2022-12-09,59.614414
2022-12-10,60.49647
2022-12-11,60.011196
2022-12-12,66.08437
2022-12-13,61.63823
2022-12-14,62.976315
2022-12-15,54.11162
2022-12-16,63.64243
2022-12-17,64.646126
2022-12-18,68.54948
2022-12-19,66.74548
2022-12-20,68.69619
2022-12-21,59.37835
2022-12-22,52.183002
2022-12-23,54.00788
2022-12-24,50.98001
2022-12-25,49.97116
2022-12-26,47.005188
2022-12-27,59.402626
2022-12-28,61.69641
2022-12-29,55.907288
2022-12-30,51.117367
2022-12-31,56.881004
2023-01-01,59.296577
2023-01-02,56.487473
2023-01-03,62.48599
2023-01-04,63.927612
2023-01-05,65.99265
2023-01-06,52.747826
2023-01-07,48.44531
2023-01-08,50.40516
2023-01-09,48.147785
2023-01-10,51.784355
2023-01-11,55.30963
2023-01-12,47.446964
2023-01-13,52.97993
2023-01-14,44.63238
2023-01-15,50.656082
2023-01-16,55.44138
2023-01-17,51.328365
2023-01-18,50.419178
2023-01-19,62.399746
2023-01-20,62.554733
2023-01-21,48.87876
2023-01-22,42.06146
2023-01-23,38.83125
2023-01-24,39.561234
2023-01-25,40.335716
2023-01-26,44.42032
2023-01-27,49.780968
2023-01-28,51.911907
2023-01-29,50.608685
2023-01-30,52.655254
2023-01-31,52.98456
2023-02-01,55.88496
2023-02-02,61.93768
2023-02-03,55.738064
2023-02-04,58.112926
2023-02-05,54.34883
2023-02-06,56.77639
2023-02-07,61.914978
2023-02-08,46.6244
2023-02-09,45.5438
2023-02-10,47.852417
2023-02-11,56.385715
2023-02-12,47.754547
2023-02-13,46.346294
2023-02-14,45.764782
2023-02-15,52.824528
2023-02-16,47.359848
2023-02-17,44.041355
2023-02-18,46.387928
2023-02-19,45.41453
2023-02-20,43.67703
2023-02-21,45.04999
2023-02-22,38.690228
2023-02-23,49.179703
2023-02-24,46.504005
2023-02-25,44.095272
2023-02-26,38.73584
2023-02-27,41.446297
2023-02-28,41.929222
2023-03-01,45.759216
2023-03-02,47.8292
2023-03-03,56.17285
2023-03-04,44.1729
2023-03-05,45.541103
2023-03-06,52.57084
2023-03-07,47.196983
2023-03-08,46.993748
2023-03-09,49.924747
2023-03-10,43.26195
2023-03-11,38.36498
2023-03-12,32.21319
2023-03-13,42.71548
2023-03-14,45.93643
2023-03-15,40.751957
2023-03-16,64.70338
2023-03-17,65.374016
2023-03-18,51.450104
2023-03-19,48.065308
2023-03-20,50.191334
2023-03-21,50.34797
2023-03-22,52.32153
2023-03-23,44.82875
2023-03-24,54.724903
2023-03-25,53.019974
2023-03-26,47.385235
2023-03-27,57.32518
2023-03-28,44.650818
2023-03-29,47.065407
2023-03-30,54.751034
2023-03-31,52.519714
2023-04-01,46.745235
2023-04-02,43.529648
2023-04-03,45.12319
2023-04-04,41.56678
2023-04-05,48.177837
2023-04-06,52.268795
2023-04-07,52.52644
2023-04-08,52.60495
2023-04-09,41.937466
2023-04-10,55.066975
2023-04-11,49.029453
2023-04-12,69.51071
2023-04-13,61.930847
2023-04-14,49.36107
2023-04-15,37.145832
2023-04-16,38.982502
2023-04-17,46.17878
2023-04-18,47.495018
2023-04-19,43.508556
2023-04-20,48.207405
2023-04-21,47.2963
2023-04-22,41.271763
2023-04-23,41.196846
2023-04-24,46.331703
2023-04-25,49.789658
2023-04-26,42.328785
2023-04-27,41.3029
2023-04-28,43.307777
2023-04-29,44.102436
2023-04-30,52.433777
2023-05-01,52.865036
2023-05-02,54.134476
2023-05-03,47.03622
2023-05-04,44.786396
2023-05-05,42.57247
2023-05-06,45.65442
2023-05-07,45.282444
2023-05-08,48.040516
2023-05-09,48.44577
2023-05-10,48.502842
2023-05-11,47.293884
2023-05-12,43.06441
2023-05-13,62.07313
2023-05-14,45.69448
2023-05-15,39.15443
2023-05-16,47.109695
2023-05-17,46.038876
2023-05-18,43.698093
2023-05-19,46.636692
2023-05-20,41.201557
2023-05-21,46.636723
2023-05-22,44.652878
2023-05-23,39.041042
2023-05-24,38.593685
2023-05-25,44.20935
2023-05-26,42.881584
2023-05-27,46.712914
2023-05-28,38.878162
2023-05-29,51.46363
2023-05-30,42.354046
2023-05-31,42.781483
2023-06-01,47.945015
2023-06-02,41.533012
2023-06-03,39.33897
2023-06-04,44.05545
2023-06-05,41.538048
2023-06-06,44.34701
2023-06-07,44.583775
2023-06-08,43.007336
2023-06-09,46.558456
2023-06-10,44.561802
2023-06-11,45.94704
2023-06-12,38.775333
2023-06-13,40.646904
2023-06-14,40.375477
2023-06-15,45.05699
2023-06-16,48.916893
2023-06-17,43.521877
2023-06-18,41.993584
2023-06-19,45.937332
2023-06-20,42.66128
2023-06-21,44.423374
2023-06-22,42.59909
2023-06-23,39.018635
2023-06-24,40.743797
2023-06-25,48.279102
2023-06-26,47.60425
2023-06-27,43.343075
2023-06-28,45.402153
2023-06-29,46.39955
2023-06-30,45.04066
2023-07-01,45.2369
2023-07-02,42.986862
2023-07-03,48.992687
2023-07-04,49.600636
2023-07-05,46.671295
2023-07-06,46.28396
2023-07-07,48.00188
2023-07-08,45.12588
2023-07-09,43.661438
2023-07-10,45.18446
2023-07-11,44.845253
2023-07-12,45.483143
2023-07-13,44.13245
2023-07-14,45.00675
2023-07-15,42.89952
2023-07-16,37.68828
2023-07-17,37.80437
2023-07-18,40.752335
2023-07-19,42.950356
2023-07-20,47.91904
2023-07-21,45.97259
2023-07-22,43.91942
2023-07-23,46.2412
2023-07-24,49.598347
2023-07-25,41.022976
2023-07-26,50.99263
2023-07-27,53.061913
2023-07-28,49.45022
2023-07-29,47.325756
2023-07-30,46.675114
2023-07-31,48.911182
2023-08-01,53.05023
2023-08-02,48.887707
2023-08-03,42.509552
2023-08-04,37.036106
2023-08-05,39.806034
2023-08-06,45.2799
2023-08-07,42.865993
2023-08-08,45.464867
2023-08-09,47.54079
2023-08-10,47.84374
2023-08-11,47.88348
2023-08-12,48.87742
2023-08-13,44.35211
2023-08-14,41.074154
2023-08-15,42.514324
2023-08-16,43.073456
2023-08-17,45.882862
2023-08-18,50.802807
2023-08-19,45.931942
2023-08-20,43.1757
2023-08-21,52.85197
2023-08-22,46.016712
2023-08-23,45.124153
2023-08-24,50.150177
2023-08-25,43.373363
2023-08-26,45.99074
2023-08-27,44.852665
2023-08-28,50.500427
2023-08-29,52.668434
2023-08-30,49.59168
2023-08-31,47.37382
2023-09-01,52.347134
2023-09-02,51.04451
2023-09-03,49.231277
2023-09-04,48.512962
2023-09-05,49.2178
2023-09-06,44.608837
2023-09-07,41.92047
2023-09-08,54.18605
2023-09-09,43.079727
2023-09-10,39.921494
2023-09-11,43.30209
2023-09-12,48.902756
2023-09-13,48.751255
2023-09-14,43.37491
2023-09-15,46.043934
2023-09-16,46.996067
2023-09-17,42.35381
2023-09-18,45.49603
2023-09-19,44.676167
2023-09-20,46.58222
2023-09-21,50.25498
2023-09-22,48.934723
2023-09-23,48.847546
2023-09-24,51.999786
2023-09-25,47.569336
2023-09-26,47.690163
2023-09-27,44.675858
2023-09-28,46.70964
2023-09-29,51.61285
2023-09-30,57.608013
2023-10-01,52.90042
2023-10-02,58.127983
2023-10-03,53.78211
2023-10-04,47.4367
2023-10-05,44.44299
2023-10-06,54.041542
2023-10-07,44.29937
2023-10-08,42.865032
2023-10-09,46.676224
2023-10-10,58.5737
2023-10-11,48.572906
2023-10-12,40.250835
2023-10-13,48.82629
2023-10-14,46.94131
2023-10-15,50.571934
2023-10-16,49.629047
2023-10-17,47.747818
2023-10-18,53.19534
2023-10-19,57.32646
2023-10-20,46.182335
2023-10-21,46.18323
2023-10-22,43.608654
2023-10-23,47.30676
2023-10-24,49.028843
2023-10-25,46.33471
2023-10-26,45.07747
2023-10-27,41.807228
2023-10-28,43.711323
2023-10-29,39.41478
2023-10-30,46.18382
2023-10-31,39.77413
2023-11-01,44.734528
2023-11-02,49.030495
2023-11-03,53.056763
2023-11-04,45.759968
2023-11-05,43.75466
2023-11-06,51.899876
2023-11-07,41.4654
2023-11-08,44.339813
2023-11-09,46.077557
2023-11-10,50.657963
2023-11-11,56.246437
2023-11-12,38.07726
2023-11-13,38.326084
2023-11-14,51.2738
2023-11-15,50.69856
2023-11-16,63.381798
2023-11-17,57.53643
2023-11-18,53.704556
2023-11-19,67.21218
2023-11-20,77.95142
2023-11-21,51.91942
2023-11-22,44.645332
2023-11-23,57.9289
2023-11-24,54.01612
2023-11-25,43.614716
2023-11-26,55.72642
2023-11-27,59.333294
2023-11-28,50.769093
2023-11-29,45.48215
2023-11-30,53.90002
2023-12-01,49.05714
2023-12-02,54.023182
2023-12-03,50.125584
2023-12-04,47.165703
2023-12-05,57.267227
2023-12-06,78.838806
2023-12-07,50.22375
2023-12-08,51.423233
2023-12-09,61.263382
2023-12-10,47.805656
2023-12-11,46.78463
2023-12-12,50.42679
2023-12-13,55.992172
2023-12-14,54.626907
2023-12-15,57.06735
2023-12-16,67.31461
2023-12-17,71.08184
2023-12-18,41.017616
2023-12-19,50.547527
2023-12-20,75.18987
2023-12-21,55.40874
2023-12-22,56.227497
2023-12-23,67.425095
2023-12-24,56.798477
2023-12-25,47.84039
2023-12-26,50.419453
2023-12-27,51.83578
2023-12-28,51.821205
2023-12-29,52.515766
2023-12-30,58.422546
2023-12-31,57.278095
2024-01-01,60.434067
2024-01-02,60.08413
2024-01-03,54.21741
2024-01-04,53.836853
2024-01-05,64.01076
2024-01-06,44.363537
2024-01-07,51.52932
2024-01-08,53.56933
2024-01-09,54.24172
2024-01-10,52.172245
2024-01-11,69.72531
2024-01-12,65.90273
2024-01-13,51.67433
2024-01-14,47.62582
2024-01-15,54.944363
2024-01-16,55.08265
2024-01-17,61.66099
2024-01-18,50.38116
2024-01-19,48.081272
2024-01-20,55.59435
2024-01-21,49.30759
2024-01-22,60.950974
2024-01-23,63.63133
2024-01-24,56.516594
2024-01-25,47.087402
2024-01-26,49.031036
2024-01-27,47.34513
2024-01-28,51.213566
2024-01-29,53.373867
2024-01-30,47.03486
2024-01-31,53.008533
2024-02-01,63.324276
2024-02-02,70.27857
2024-02-03,46.981262
2024-02-04,44.308296
2024-02-05,45.96007
2024-02-06,52.039104
2024-02-07,44.21687
2024-02-08,37.71184
2024-02-09,39.605507
2024-02-10,41.082565
2024-02-11,36.087643
2024-02-12,45.600735
2024-02-13,45.23807
2024-02-14,46.572433
2024-02-15,48.438
2024-02-16,46.058308
2024-02-17,52.109077
2024-02-18,47.061485
2024-02-19,44.393383
2024-02-20,44.41151
2024-02-21,57.161076
2024-02-22,52.869118
2024-02-23,57.276165
2024-02-24,46.74732
2024-02-25,40.22831
2024-02-26,37.278027
2024-02-27,37.008324
2024-02-28,42.255302
2024-02-29,61.269077
2024-03-01,59.765633
2024-03-02,62.893124
2024-03-03,52.1293
2024-03-04,44.474133
2024-03-05,45.66951
2024-03-06,50.59826
2024-03-07,57.246773
2024-03-08,45.472027
2024-03-09,53.496933
2024-03-10,49.12991
2024-03-11,45.241463
2024-03-12,44.106903
2024-03-13,43.068134
2024-03-14,67.335266
2024-03-15,52.93159
2024-03-16,54.79335
2024-03-17,47.67542
2024-03-18,55.537853
2024-03-19,75.942696
2024-03-20,61.84195
2024-03-21,51.760284
2024-03-22,53.557537
2024-03-23,48.951576
2024-03-24,41.227318
2024-03-25,45.47703
2024-03-26,52.00419
2024-03-27,41.406013
2024-03-28,41.900177
2024-03-29,44.057755
2024-03-30,44.03426
2024-03-31,44.49275
2024-04-01,46.02949
2024-04-02,43.40997
2024-04-03,51.223736
2024-04-04,50.417496
2024-04-05,52.536957
2024-04-06,50.318954
2024-04-07,45.138344
2024-04-08,43.294674
2024-04-09,52.283756
2024-04-10,57.442104
2024-04-11,45.16903
2024-04-12,44.303516
2024-04-13,46.84729
2024-04-14,57.74286
2024-04-15,47.57404
2024-04-16,47.13791
2024-04-17,40.832653
2024-04-18,44.89993
2024-04-19,46.153564
2024-04-20,40.25014
2024-04-21,44.343132
2024-04-22,45.584557
2024-04-23,39.36376
2024-04-24,41.626797
2024-04-25,40.45412
2024-04-26,46.78017
2024-04-27,39.357075
2024-04-28,39.78654
2024-04-29,42.196175
2024-04-30,45.352318
2024-05-01,49.792313
2024-05-02,61.40193
2024-05-03,64.40781
2024-05-04,63.219456
2024-05-05,51.759766
2024-05-06,52.367348
2024-05-07,50.288254
2024-05-08,44.829617
2024-05-09,45.005314
2024-05-10,43.511894
2024-05-11,43.605625
2024-05-12,56.54859
2024-05-13,51.765438
2024-05-14,50.704967
2024-05-15,49.699005
2024-05-16,49.7844
2024-05-17,36.86225
2024-05-18,43.0922
2024-05-19,40.442497
2024-05-20,39.751553
2024-05-21,39.935112
2024-05-22,42.784447
2024-05-23,43.99992
2024-05-24,46.613235
2024-05-25,43.29716
2024-05-26,55.392628
2024-05-27,50.166496
2024-05-28,41.941353
2024-05-29,42.916016
2024-05-30,41.438946
2024-05-31,40.87818
2024-06-01,49.718792
2024-06-02,40.744614
2024-06-03,37.298203
2024-06-04,39.00305
2024-06-05,42.186306
2024-06-06,43.273098
2024-06-07,47.87675
2024-06-08,48.029526
2024-06-09,45.701252
2024-06-10,49.63681
2024-06-11,51.812603
2024-06-12,39.72654
2024-06-13,40.424046
2024-06-14,36.747047
2024-06-15,43.34862
2024-06-16,50.25132
2024-06-17,43.191658
2024-06-18,44.978546
2024-06-19,44.417976
2024-06-20,47.754436
2024-06-21,41.34498
2024-06-22,39.200493
2024-06-23,41.618046
2024-06-24,41.327995
2024-06-25,42.1669
2024-06-26,44.328167
2024-06-27,41.311745
2024-06-28,41.442585
2024-06-29,40.689754
2024-06-30,44.816074
2024-07-01,40.97337
2024-07-02,40.224964
2024-07-03,49.98709
2024-07-04,50.392242
2024-07-05,48.787907
2024-07-06,41.69318
2024-07-07,39.141678
2024-07-08,40.29544
2024-07-09,45.068172
2024-07-10,43.666767
2024-07-11,46.570724
2024-07-12,47.707195
2024-07-13,45.57474
2024-07-14,43.98316
2024-07-15,43.5605
2024-07-16,48.362823
2024-07-17,49.37178
2024-07-18,49.4863
2024-07-19,47.399506
2024-07-20,49.06663
2024-07-21,44.131096
2024-07-22,45.439224
2024-07-23,47.539326
2024-07-24,44.184456
2024-07-25,45.57383
2024-07-26,48.943474
2024-07-27,48.40551
2024-07-28,41.66691
2024-07-29,41.545837
2024-07-30,47.64979
2024-07-31,46.366856
2024-08-01,44.46468
2024-08-02,45.663372
2024-08-03,48.254517
2024-08-04,47.170696
2024-08-05,51.580788
2024-08-06,48.363213
2024-08-07,47.528774
2024-08-08,47.08442
2024-08-09,46.26288
2024-08-10,47.8401
2024-08-11,44.72278
2024-08-12,42.71992
2024-08-13,48.911297
2024-08-14,44.689854
2024-08-15,39.689014
2024-08-16,40.396015
2024-08-17,40.227364
2024-08-18,50.952236
2024-08-19,47.910316
2024-08-20,44.95356
2024-08-21,50.042664
2024-08-22,51.55736
2024-08-23,45.804497
2024-08-24,47.782787
2024-08-25,47.47517
2024-08-26,47.076473
2024-08-27,56.545128
2024-08-28,53.051502
2024-08-29,49.943993
2024-08-30,55.95479
2024-08-31,51.406364
2024-09-01,51.579712
2024-09-02,52.448284
2024-09-03,54.05046
2024-09-04,48.064774
2024-09-05,48.63405
2024-09-06,51.372345
2024-09-07,52.40188
2024-09-08,47.799667
2024-09-09,48.97562
2024-09-10,45.783607
2024-09-11,51.936394
2024-09-12,52.886997
2024-09-13,50.832592
2024-09-14,46.99773
2024-09-15,46.134457
2024-09-16,52.95007
2024-09-17,56.450584
2024-09-18,41.289715
2024-09-19,46.339725
2024-09-20,62.52658
2024-09-21,54.624626
2024-09-22,57.812828
2024-09-23,52.57129
2024-09-24,53.99522
2024-09-25,55.64061
2024-09-26,50.26154
2024-09-27,50.16777
2024-09-28,45.12676
2024-09-29,51.071976
2024-09-30,50.495613
2024-10-01,57.918266
2024-10-02,53.797447
2024-10-03,47.266647
2024-10-04,46.68745
2024-10-05,51.443626
2024-10-06,48.641037
2024-10-07,50.846615
2024-10-08,48.539284
2024-10-09,43.023376
2024-10-10,48.887814
2024-10-11,57.17082
2024-10-12,46.88137
2024-10-13,63.22452
2024-10-14,50.11701
2024-10-15,47.827274
2024-10-16,52.95247
2024-10-17,63.682426
2024-10-18,47.76822
2024-10-19,49.666447
2024-10-20,49.987698
2024-10-21,55.527473
2024-10-22,50.513756
2024-10-23,43.383522
2024-10-24,45.63547
2024-10-25,49.496853
2024-10-26,44.3332
2024-10-27,43.060043
2024-10-28,54.74167
2024-10-29,51.605347
2024-10-30,55.23649
2024-10-31,54.353336
2024-11-01,51.80902
2024-11-02,48.085342
2024-11-03,49.57937
2024-11-04,54.146988
2024-11-05,43.2334
2024-11-06,44.081352
2024-11-07,39.339787
2024-11-08,56.907143
2024-11-09,57.689247
2024-11-10,45.840824
2024-11-11,51.135864
2024-11-12,44.020065
2024-11-13,48.588276
2024-11-14,47.914227
2024-11-15,52.907692
2024-11-16,63.21583
2024-11-17,51.890263
2024-11-18,54.114704
2024-11-19,61.130108
2024-11-20,70.83936
2024-11-21,55.456207
2024-11-22,43.56038
2024-11-23,45.30188
2024-11-24,52.900673
2024-11-25,57.946777
2024-11-26,65.98481
2024-11-27,64.76735
2024-11-28,58.92216
2024-11-29,42.970085
2024-11-30,56.16342
2024-12-01,61.274776
2024-12-02,58.287613
2024-12-03,56.043648
2024-12-04,47.99693
2024-12-05,51.307903
2024-12-06,60.42791
2024-12-07,50.85907
2024-12-08,59.35349
2024-12-09,52.76837
2024-12-10,56.28829
2024-12-11,65.83314
2024-12-12,65.213326
2024-12-13,53.452198
2024-12-14,38.21156
2024-12-15,52.14326
2024-12-16,76.25381
2024-12-17,46.698235
2024-12-18,50.06859
2024-12-19,50.746655
2024-12-20,58.357372
2024-12-21,72.66598
2024-12-22,65.229225
2024-12-23,56.66212
2024-12-24,63.409718
2024-12-25,55.735306
2024-12-26,63.29311
2024-12-27,60.83147
2024-12-28,65.59514
2024-12-29,50.7769
2024-12-30,59.459095
2024-12-31,57.21567
2025-01-01,51.53218
2025-01-02,58.810753
2025-01-03,49.841652
2025-01-04,45.74464
2025-01-05,45.744972
2025-01-06,52.06167
2025-01-07,57.51538
2025-01-08,58.616856
2025-01-09,72.826485
2025-01-10,73.47478
2025-01-11,55.660595
2025-01-12,52.53389
2025-01-13,55.46415
2025-01-14,62.988693
2025-01-15,55.428745
2025-01-16,52.432228
2025-01-17,43.271736
2025-01-18,38.148293
2025-01-19,53.467793
2025-01-20,43.49446
2025-01-21,49.492565
2025-01-22,60.050854
2025-01-23,57.98578
2025-01-24,52.688473
2025-01-25,45.27219
2025-01-26,54.353764
2025-01-27,50.19967
2025-01-28,61.19644
2025-01-29,56.633923
2025-01-30,64.32414
2025-01-31,61.375553
2025-02-01,54.369587
2025-02-02,50.130154
2025-02-03,45.08422
2025-02-04,45.19954
2025-02-05,52.63622
2025-02-06,51.041473
2025-02-07,48.596966
2025-02-08,55.141243
2025-02-09,41.798473
2025-02-10,51.69297
2025-02-11,45.027454
2025-02-12,49.60883
2025-02-13,54.43574
2025-02-14,53.13432
2025-02-15,43.332203
2025-02-16,42.595997
2025-02-17,40.921555
2025-02-18,43.248432
2025-02-19,56.79788
2025-02-20,53.037632
2025-02-21,49.77132
2025-02-22,48.83999
2025-02-23,43.83536
2025-02-24,37.459614
2025-02-25,43.520573
2025-02-26,48.1737
2025-02-27,43.294968
2025-02-28,41.005672
2025-03-01,40.232872
2025-03-02,46.35373
2025-03-03,51.75224
2025-03-04,55.34886
2025-03-05,41.88454
2025-03-06,39.376755
2025-03-07,42.546436
2025-03-08,38.616974
2025-03-09,36.56124
2025-03-10,43.29811
2025-03-11,45.94085
2025-03-12,42.688343
2025-03-13,44.11695
2025-03-14,41.567352
2025-03-15,40.281853
2025-03-16,45.167187
2025-03-17,39.461273
2025-03-18,41.390797
2025-03-19,54.93022
2025-03-20,50.440014
2025-03-21,48.98425
2025-03-22,47.1909
2025-03-23,47.279224
2025-03-24,40.525284
2025-03-25,44.130013
2025-03-26,43.287483
2025-03-27,48.000923
2025-03-28,47.300343
2025-03-29,45.364258
2025-03-30,50.391426
2025-03-31,54.679325
2025-04-01,45.35535
2025-04-02,52.090244
2025-04-03,48.83765
2025-04-04,47.653297
2025-04-05,51.873947
2025-04-06,46.115433
2025-04-07,46.507984
2025-04-08,49.06933
2025-04-09,58.320084
2025-04-10,52.127884
2025-04-11,47.912754
2025-04-12,45.920185
2025-04-13,57.015793
2025-04-14,48.19547
2025-04-15,57.589848
2025-04-16,48.83554
2025-04-17,42.662174
2025-04-18,45.97169
2025-04-19,45.20535
2025-04-20,54.9531
2025-04-21,51.18242
2025-04-22,55.819427
2025-04-23,48.558037
2025-04-24,49.245213
2025-04-25,47.007793
2025-04-26,56.088623
2025-04-27,50.7464
2025-04-28,46.92855
2025-04-29,50.927174
2025-04-30,55.29068
2025-05-01,54.658207
2025-05-02,61.601334
2025-05-03,48.640198
2025-05-04,46.994274
2025-05-05,59.51996
2025-05-06,52.723366
2025-05-07,53.838474
2025-05-08,48.18218
2025-05-09,51.43243
2025-05-10,47.488667
2025-05-11,49.6721
2025-05-12,50.469154
2025-05-13,53.619286
2025-05-14,58.980545
2025-05-15,59.92097
